"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"TUBA1B.19",5.38180162444737e-37,-0.585696869755214,0.124,0.415,9.95041302344075e-33,"24","TUBA1B"
"CBX3.19",6.44029800835319e-37,-0.447406556032696,0.019,0.305,1.19074669876442e-32,"24","CBX3"
"YWHAZ.15",7.70338818297979e-37,-0.350665075016079,0.028,0.317,1.42427944115113e-32,"24","YWHAZ"
"ATP5EP2.17",1.54033955206133e-36,-0.35745678197317,0.019,0.303,2.84793379780619e-32,"24","ATP5EP2"
"NDUFB1.16",1.58392902331988e-36,-0.36059143006119,0.044,0.334,2.92852637121613e-32,"24","NDUFB1"
"SRGN.20",1.96474867552881e-36,-0.424516477779736,0.047,0.334,3.63262382618521e-32,"24","SRGN"
"SUB1.19",1.9697915499413e-36,-0.504384808111391,0.087,0.378,3.64194759668646e-32,"24","SUB1"
"PTPRCAP.14",4.0147782558778e-36,-0.32383822449341,0.047,0.334,7.42292351729247e-32,"24","PTPRCAP"
"TPI1.19",4.70193544547067e-36,-0.519466158360593,0.124,0.41,8.69340844513073e-32,"24","TPI1"
"HMGN2.16",6.60270770515103e-36,-0.398048495707419,0.047,0.332,1.22077462760537e-31,"24","HMGN2"
"EEF2.15",8.40868992145853e-36,-0.391550948503933,0.068,0.357,1.55468267957847e-31,"24","EEF2"
"POMP.20",1.14346589559579e-35,-0.515775553400198,0.073,0.357,2.11415409436705e-31,"24","POMP"
"RBX1.19",1.27572870217325e-35,-0.410662067302379,0.056,0.342,2.35869479744813e-31,"24","RBX1"
"BTG1.12",3.46575478193242e-35,-0.29829448292049,0.054,0.34,6.40783401631485e-31,"24","BTG1"
"TBCA.17",3.77295912665674e-35,-0.409504195004006,0.054,0.335,6.97582412927565e-31,"24","TBCA"
"S100A11.19",4.12162458287426e-35,-0.478390123147519,0.07,0.353,7.62047169127622e-31,"24","S100A11"
"SLC25A6.18",4.79049375704355e-35,-0.443269145753226,0.108,0.391,8.85714390739782e-31,"24","SLC25A6"
"EIF4A1.19",5.68172479908781e-35,-0.535989669404476,0.162,0.442,1.05049409810334e-30,"24","EIF4A1"
"APRT.19",8.43935648311798e-35,-0.441431006360627,0.082,0.366,1.56035262016368e-30,"24","APRT"
"HSP90B1.18",8.70804629080585e-35,-0.367352157760669,0.016,0.289,1.61003067870709e-30,"24","HSP90B1"
"GIMAP7.13",1.13429868235655e-34,-0.29896502207465,0.037,0.316,2.09720483380903e-30,"24","GIMAP7"
"ATP5J.19",1.29604971475485e-34,-0.429633012423884,0.049,0.329,2.39626631761024e-30,"24","ATP5J"
"EIF3K.15",1.51895044236215e-34,-0.361467494590062,0.049,0.327,2.80838747288339e-30,"24","EIF3K"
"PSMB1.19",1.53442718229901e-34,-0.420726421252048,0.049,0.327,2.83700241735265e-30,"24","PSMB1"
"GSTP1.20",1.61045987856492e-34,-0.436580845677751,0.059,0.338,2.97757926947868e-30,"24","GSTP1"
"TUBB.19",1.81182909582932e-34,-0.439196907976465,0.044,0.322,3.34989081527883e-30,"24","TUBB"
"COX6A1.19",1.94641776110325e-34,-0.431574266448254,0.063,0.342,3.59873179850379e-30,"24","COX6A1"
"PSMA7.19",2.28667461455666e-34,-0.513194550028332,0.08,0.359,4.22783269485381e-30,"24","PSMA7"
"SNRPE.19",4.21533132759043e-34,-0.520758133627581,0.052,0.327,7.79372609158195e-30,"24","SNRPE"
"TRMT112.19",4.75547805196516e-34,-0.4250614419669,0.061,0.337,8.79240337027838e-30,"24","TRMT112"
"UQCRH.16",5.88209450623699e-34,-0.399520814992917,0.044,0.319,1.08754045325816e-29,"24","UQCRH"
"RBM39.14",7.98484731015121e-34,-0.327906337671885,0.021,0.289,1.47631841917386e-29,"24","RBM39"
"NDUFB2.19",8.6012782153325e-34,-0.389975557728028,0.047,0.321,1.59029032923283e-29,"24","NDUFB2"
"SRRM1.14",1.41940280859624e-33,-0.334406343637357,0.012,0.276,2.62433385281358e-29,"24","SRRM1"
"SKP1.14",1.44489191805225e-33,-0.362906982331935,0.08,0.357,2.6714606672868e-29,"24","SKP1"
"PA2G4.19",1.62716420767834e-33,-0.516351381728632,0.04,0.311,3.00846390357647e-29,"24","PA2G4"
"SSR4.14",2.67208453389116e-33,-0.358091875963627,0.063,0.337,4.94041709471136e-29,"24","SSR4"
"YWHAB.17",3.84086728514899e-33,-0.360379342339588,0.042,0.311,7.10137952351197e-29,"24","YWHAB"
"PPIB.17",4.009312101567e-33,-0.369390994203717,0.037,0.305,7.41281714458722e-29,"24","PPIB"
"PCBP2.13",4.68368545904383e-33,-0.317300878135837,0.019,0.282,8.65966604522614e-29,"24","PCBP2"
"PET100.16",5.04469929463052e-33,-0.327677699646388,0.056,0.329,9.32714452584237e-29,"24","PET100"
"EIF2S2.19",6.72040272883472e-33,-0.46706819861766,0.049,0.318,1.24253526053425e-28,"24","EIF2S2"
"SUMO2.19",7.85178917335931e-33,-0.394319557549693,0.054,0.325,1.4517173002624e-28,"24","SUMO2"
"RNF213.13",1.14541600405748e-32,-0.303230440839839,0.019,0.279,2.11775964990187e-28,"24","RNF213"
"HNRNPA2B1.19",1.18973889441623e-32,-0.406022350198862,0.084,0.355,2.19970824188617e-28,"24","HNRNPA2B1"
"NME1-NME2.20",1.47401186400517e-32,-0.541414383063967,0.026,0.287,2.72530053535915e-28,"24","NME1-NME2"
"SEC61G.20",1.57569033100656e-32,-0.430092984491178,0.068,0.336,2.91329385299802e-28,"24","SEC61G"
"HSPD1.20",1.83009607855995e-32,-0.526324201332135,0.042,0.306,3.38366463964948e-28,"24","HSPD1"
"DAD1.14",1.96839167015278e-32,-0.335303151802911,0.028,0.29,3.63935935894547e-28,"24","DAD1"
"COX7B.19",2.17297652599984e-32,-0.429013662904396,0.08,0.35,4.01761629892111e-28,"24","COX7B"
"KRTCAP2.13",2.35995085228071e-32,-0.321543019590792,0.026,0.286,4.36331313078181e-28,"24","KRTCAP2"
"PKM.20",2.83618269975234e-32,-0.428291560998194,0.087,0.354,5.24381819357211e-28,"24","PKM"
"ITM2B.12",3.51032096932911e-32,-0.276915396007717,0.037,0.3,6.4902324401926e-28,"24","ITM2B"
"SHFM1.20",3.52395441388658e-32,-0.391848992866226,0.047,0.311,6.51543931583491e-28,"24","SHFM1"
"HNRNPM.19",3.80474719369312e-32,-0.435904377568646,0.037,0.299,7.0345970864192e-28,"24","HNRNPM"
"SEC61B.19",4.06958368253925e-32,-0.425186739082198,0.052,0.315,7.52425327064683e-28,"24","SEC61B"
"ATP5D.16",4.33762433971681e-32,-0.379041902412809,0.052,0.315,8.0198336417024e-28,"24","ATP5D"
"HNRNPDL.16",4.73637683213804e-32,-0.363903544301969,0.061,0.326,8.75708712494001e-28,"24","HNRNPDL"
"HSPE1.21",6.53975848360745e-32,-0.692507995369037,0.152,0.418,1.20913594603418e-27,"24","HSPE1"
"NOP10.20",7.01914228044822e-32,-0.414358682167287,0.049,0.312,1.29776921623207e-27,"24","NOP10"
"GPX4.16",7.29869862572321e-32,-0.341385642267672,0.049,0.312,1.34945638890997e-27,"24","GPX4"
"UQCRQ.19",7.67210235528673e-32,-0.512072218404693,0.129,0.393,1.41849500446896e-27,"24","UQCRQ"
"NDUFS5.17",7.9908571263372e-32,-0.397195283733634,0.094,0.362,1.47742957408849e-27,"24","NDUFS5"
"CNBP.13",8.05223818236601e-32,-0.334894750236714,0.059,0.324,1.48877831753765e-27,"24","CNBP"
"CDC42.14",9.92814723926536e-32,-0.32056179327309,0.023,0.279,1.83561514306777e-27,"24","CDC42"
"NDUFB11.13",1.04773473196452e-31,-0.321534378547515,0.023,0.279,1.93715674592921e-27,"24","NDUFB11"
"SOD1.15",1.09304998232272e-31,-0.386523245603715,0.077,0.341,2.02094011231648e-27,"24","SOD1"
"DBI.20",1.13250885600649e-31,-0.361234099485812,0.037,0.297,2.0938956238704e-27,"24","DBI"
"MZT2B.14",1.22633962455684e-31,-0.353492394330027,0.033,0.291,2.26737933184314e-27,"24","MZT2B"
"PRDX1.22",1.48396010412233e-31,-0.436312607460342,0.049,0.309,2.74369383651178e-27,"24","PRDX1"
"SERBP1.21",1.52317394569859e-31,-0.593876885327158,0.07,0.332,2.81619630820213e-27,"24","SERBP1"
"SEC62.15",1.87845536823027e-31,-0.291723907027851,0.035,0.294,3.47307613032095e-27,"24","SEC62"
"DDX18.15",2.2627376491515e-31,-0.37187360917619,0.033,0.29,4.18357563951621e-27,"24","DDX18"
"MYEOV2.14",2.46894260891948e-31,-0.337286854194148,0.021,0.274,4.56482798963123e-27,"24","MYEOV2"
"RAN.19",2.88690546323789e-31,-0.564882634282542,0.143,0.404,5.33759951098054e-27,"24","RAN"
"HNRNPC.18",3.22928834934955e-31,-0.385418972056178,0.052,0.311,5.97063122911239e-27,"24","HNRNPC"
"PSMB3.19",3.35848543611523e-31,-0.411518026162474,0.061,0.321,6.20950372283344e-27,"24","PSMB3"
"PARK7.19",4.09087942027396e-31,-0.385228694582239,0.061,0.321,7.56362696014453e-27,"24","PARK7"
"ZFAS1.13",6.4175513822867e-31,-0.320122882141609,0.037,0.294,1.18654107507099e-26,"24","ZFAS1"
"PCBP1.15",6.8026304346735e-31,-0.322713883020421,0.049,0.306,1.25773834106678e-26,"24","PCBP1"
"NEDD8.14",7.94663691192592e-31,-0.343736904254718,0.056,0.314,1.46925369864598e-26,"24","NEDD8"
"COX6A1P2.19",9.25934076142942e-31,-0.363434839683906,0.016,0.265,1.71195951338069e-26,"24","COX6A1P2"
"SEPT7.13",1.06604487946004e-30,-0.281903747250139,0.009,0.254,1.97101037763367e-26,"24","SEPT7"
"NDUFB9.14",1.22640987227407e-30,-0.328636993410767,0.026,0.276,2.26750921284753e-26,"24","NDUFB9"
"UBC.15",1.32459897714911e-30,-0.309915383615058,0.075,0.334,2.44905104885098e-26,"24","UBC"
"ATP5G3.19",1.90053069545226e-30,-0.444661508409097,0.054,0.308,3.51389120282169e-26,"24","ATP5G3"
"SERP1.13",2.18888660485587e-30,-0.300959333235678,0.021,0.268,4.04703244371802e-26,"24","SERP1"
"DDX24.12",2.29118530739133e-30,-0.310191642486224,0.028,0.277,4.23617251483583e-26,"24","DDX24"
"LDHA.19",2.93948110312234e-30,-0.48358850848578,0.115,0.372,5.43480661156289e-26,"24","LDHA"
"NDUFA11.16",4.36473873148508e-30,-0.328655738424322,0.023,0.269,8.06996544064276e-26,"24","NDUFA11"
"SAT1.15",4.94259392089421e-30,-0.372062388821259,0.035,0.284,9.13836190034131e-26,"24","SAT1"
"ISG15.14",5.37096792487508e-30,-0.374008649302225,0.056,0.308,9.93038259630154e-26,"24","ISG15"
"COX8A.19",7.15549593189707e-30,-0.345677580807675,0.037,0.286,1.32297964284845e-25,"24","COX8A"
"PRRC2C.12",9.79935002586092e-30,-0.279288379607508,0.005,0.241,1.81180182628142e-25,"24","PRRC2C"
"SRRM2.13",1.10742683502228e-29,-0.296277313503256,0.023,0.267,2.04752147527269e-25,"24","SRRM2"
"ATP6V0E1.16",1.12029682160675e-29,-0.315911082546235,0.052,0.302,2.07131679346871e-25,"24","ATP6V0E1"
"SAP18.14",1.14077828229009e-29,-0.331451618153209,0.052,0.303,2.10918496612614e-25,"24","SAP18"
"VAMP8.12",1.25147315968296e-29,-0.303456180338586,0.023,0.266,2.31384872493782e-25,"24","VAMP8"
"COX17.20",1.53395769427856e-29,-0.382595590067157,0.037,0.283,2.83613438095163e-25,"24","COX17"
"IFITM2.12",1.58484539442006e-29,-0.316370859368956,0.037,0.285,2.93022064974325e-25,"24","IFITM2"
"S100A4.17",2.45884690517055e-29,-0.479264589112788,0.061,0.31,4.54616204296982e-25,"24","S100A4"
"SRSF5.10",3.14944088246442e-29,-0.263460746960407,0.04,0.285,5.82300124758847e-25,"24","SRSF5"
"MINOS1.19",4.97691299445732e-29,-0.366721734387936,0.047,0.293,9.20181443545213e-25,"24","MINOS1"
"PSMB8.15",6.05863156482359e-29,-0.327771821337491,0.037,0.281,1.12018039002023e-24,"24","PSMB8"
"HCST.9",7.31712385464655e-29,-0.261751797970761,0.012,0.246,1.3528630294856e-24,"24","HCST"
"CORO1A.15",8.278071200512e-29,-0.367755158002963,0.094,0.343,1.53053258426266e-24,"24","CORO1A"
"CSTB.19",8.42999463430975e-29,-0.382551652899304,0.04,0.282,1.55862170793753e-24,"24","CSTB"
"RBM8A.19",1.39720345676497e-28,-0.429980065432168,0.063,0.308,2.58328947121276e-24,"24","RBM8A"
"RBMX.14",1.98513364243578e-28,-0.34110563462894,0.026,0.262,3.67031359149952e-24,"24","RBMX"
"MT2A.18",2.24662108438758e-28,-0.576703044670591,0.084,0.331,4.1537777229242e-24,"24","MT2A"
"H2AFZ.19",2.27401693772469e-28,-0.402061823379243,0.063,0.307,4.20442991615918e-24,"24","H2AFZ"
"TRA2B.13",2.3822655203597e-28,-0.276296420363658,0.03,0.267,4.40457072059306e-24,"24","TRA2B"
"TMBIM6.15",2.59631482195731e-28,-0.280051756727835,0.026,0.261,4.80032647431688e-24,"24","TMBIM6"
"CD44.12",3.05675964897483e-28,-0.281370797532481,0.03,0.268,5.65164291498957e-24,"24","CD44"
"RHOA.14",3.25281070229547e-28,-0.280536004672674,0.021,0.256,6.01412170747409e-24,"24","RHOA"
"SRSF9.14",3.61013543161319e-28,-0.318661801299281,0.021,0.254,6.67477939950963e-24,"24","SRSF9"
"UXT.12",4.29793364457004e-28,-0.287901642685215,0.028,0.263,7.94644951544555e-24,"24","UXT"
"ISG20.14",6.03808194148772e-28,-0.326556395909326,0.037,0.275,1.11638097016166e-23,"24","ISG20"
"HMGN1.18",6.49068836155801e-28,-0.370427015606883,0.052,0.291,1.20006337116846e-23,"24","HMGN1"
"ZFP36L1.13",6.66739448767554e-28,-0.270212728327263,0.023,0.255,1.23273456682633e-23,"24","ZFP36L1"
"EIF3E.12",7.01706166422842e-28,-0.273095002888671,0.026,0.26,1.29738453109919e-23,"24","EIF3E"
"HNRNPK.13",7.41495936222198e-28,-0.311950371659119,0.054,0.293,1.37095183648122e-23,"24","HNRNPK"
"GNG5.18",1.0763580889038e-27,-0.329416429996784,0.037,0.272,1.99007847057424e-23,"24","GNG5"
"ERH.19",1.17578992990715e-27,-0.369710184611143,0.049,0.285,2.17391800140533e-23,"24","ERH"
"DYNLL1.21",1.18207121999723e-27,-0.365292711573049,0.061,0.3,2.18553147865289e-23,"24","DYNLL1"
"UBE2D3.14",1.76569810314445e-27,-0.307384672689922,0.037,0.27,3.26459922290377e-23,"24","UBE2D3"
"STAT1.13",1.868112236971e-27,-0.280537418455172,0.016,0.243,3.45395271493568e-23,"24","STAT1"
"ATP5O.12",1.93695254043702e-27,-0.289639316499833,0.042,0.277,3.581231552014e-23,"24","ATP5O"
"CD63.18",2.19698033723669e-27,-0.351977134746362,0.035,0.267,4.06199694551691e-23,"24","CD63"
"EIF5B.19",2.32120240560479e-27,-0.411586268953198,0.059,0.295,4.29167112772269e-23,"24","EIF5B"
"PSMB10.12",3.1468472295203e-27,-0.297252496656226,0.019,0.244,5.81820584266008e-23,"24","PSMB10"
"ATP5H.7",3.46496409635851e-27,-0.254319776284345,0.012,0.235,6.40637211775725e-23,"24","ATP5H"
"NDUFB4.13",3.75641234605342e-27,-0.281810202246287,0.023,0.251,6.94523078661817e-23,"24","NDUFB4"
"S100A10.14",3.80338449680263e-27,-0.288215435980636,0.035,0.268,7.03207759613839e-23,"24","S100A10"
"CHURC1.12",3.93279135107684e-27,-0.261228680824393,0.019,0.244,7.27133792900596e-23,"24","CHURC1"
"RANBP1.19",4.0426813472329e-27,-0.430294104320786,0.035,0.265,7.47451354289891e-23,"24","RANBP1"
"COX5A.19",5.63305283166883e-27,-0.352857962459608,0.033,0.261,1.04149513804725e-22,"24","COX5A"
"TYROBP.20",6.36088997209419e-27,-0.557285900237738,0.059,0.291,1.1760649469405e-22,"24","TYROBP"
"NHP2L1.19",7.0542523999027e-27,-0.394243270084196,0.059,0.292,1.30426072621801e-22,"24","NHP2L1"
"LSM7.17",1.04611687836179e-26,-0.34499489056019,0.047,0.277,1.9341654964031e-22,"24","LSM7"
"CCL3.22",1.05180059367902e-26,-0.856496298853678,0.152,0.394,1.94467411765314e-22,"24","CCL3"
"RBM3.13",1.21623124953192e-26,-0.294213779229451,0.033,0.259,2.24868995725956e-22,"24","RBM3"
"KTN1.13",1.40351890707406e-26,-0.274352419370449,0.021,0.244,2.59496610728923e-22,"24","KTN1"
"SNRPB.19",1.60136398734994e-26,-0.358348367568115,0.037,0.264,2.96076187621131e-22,"24","SNRPB"
"SNRPF.20",1.84141100383402e-26,-0.43246906121771,0.059,0.289,3.40458480498872e-22,"24","SNRPF"
"CCL5.13",1.88436424853911e-26,-0.368296056375562,0.037,0.263,3.48400105912396e-22,"24","CCL5"
"CD2.16",2.01843403902374e-26,-0.372734768543691,0.049,0.278,3.73188269475099e-22,"24","CD2"
"RGS10.12",2.15739558365351e-26,-0.303077539627745,0.019,0.239,3.98880869461698e-22,"24","RGS10"
"BRK1.8",2.20478222331177e-26,-0.258017697238001,0.016,0.236,4.07642185268113e-22,"24","BRK1"
"EIF5A.19",2.33068843094586e-26,-0.482113939829365,0.049,0.277,4.30920983997581e-22,"24","EIF5A"
"SPCS2.6",2.3343044952041e-26,-0.256817862809382,0.012,0.229,4.31589558118286e-22,"24","SPCS2"
"NMT1.13",2.68209758912983e-26,-0.296944660355932,0.016,0.235,4.95893023254215e-22,"24","NMT1"
"SF3B5.13",2.84518270884888e-26,-0.296193198438937,0.028,0.251,5.26045831039069e-22,"24","SF3B5"
"IFI6.13",2.96203959543162e-26,-0.300397874831588,0.016,0.235,5.47651500799352e-22,"24","IFI6"
"LAMTOR5.16",3.66039042524925e-26,-0.312627054638725,0.042,0.268,6.76769585724334e-22,"24","LAMTOR5"
"MRPL52.18",3.70954444462325e-26,-0.32676838643086,0.023,0.245,6.85857672366393e-22,"24","MRPL52"
"UBE2L3.15",4.38180029924104e-26,-0.301782558502297,0.021,0.24,8.10151057326676e-22,"24","UBE2L3"
"GABARAP.13",4.46645257749723e-26,-0.272721587362302,0.023,0.243,8.25802417053463e-22,"24","GABARAP"
"SSBP1.19",4.83114214055629e-26,-0.373070625284164,0.052,0.278,8.93229870367452e-22,"24","SSBP1"
"EIF3J.19",5.82214205794332e-26,-0.369060492912243,0.021,0.239,1.07645584509314e-21,"24","EIF3J"
"ATP5B.14",5.94391934902115e-26,-0.319618934161733,0.061,0.29,1.09897124844052e-21,"24","ATP5B"
"SLC25A5.19",6.02720575469562e-26,-0.406953402678532,0.07,0.299,1.11437007198567e-21,"24","SLC25A5"
"C19orf43.13",7.93275774405182e-26,-0.263913169920239,0.026,0.245,1.46668757929774e-21,"24","C19orf43"
"ATP5G1.17",8.32467629793249e-26,-0.340130968470675,0.028,0.247,1.53914940072474e-21,"24","ATP5G1"
"RPS27L.12",8.5396032581825e-26,-0.257068739564902,0.03,0.252,1.57888724640536e-21,"24","RPS27L"
"MRPL20.18",8.61581651610427e-26,-0.348313520127281,0.04,0.262,1.59297831566252e-21,"24","MRPL20"
"CALR.21",1.0540219019863e-25,-0.328459408483054,0.033,0.253,1.94878109458246e-21,"24","CALR"
"RAC1.15",1.13355821234161e-25,-0.299951715078671,0.028,0.246,2.09583577879841e-21,"24","RAC1"
"C19orf53.15",1.33113483737311e-25,-0.326371815327789,0.066,0.292,2.46113520081915e-21,"24","C19orf53"
"HLA-DRA.22",1.33707624143067e-25,-0.571820394643072,0.084,0.312,2.47212026278117e-21,"24","HLA-DRA"
"SLIRP.20",1.45945720231887e-25,-0.450908838113682,0.07,0.296,2.69839042136737e-21,"24","SLIRP"
"SNRPD1.19",1.50411319272452e-25,-0.43547741598382,0.056,0.28,2.78095488202836e-21,"24","SNRPD1"
"NFKBIA.18",1.51675660917503e-25,-0.326920228915884,0.028,0.246,2.8043312947037e-21,"24","NFKBIA"
"C11orf31.13",1.71654573038691e-25,-0.298698784800051,0.033,0.251,3.17372140091236e-21,"24","C11orf31"
"MORF4L1.12",1.88964643257178e-25,-0.266997278999589,0.049,0.272,3.49376728918197e-21,"24","MORF4L1"
"ATPIF1.13",1.92778194688606e-25,-0.283955056198974,0.035,0.255,3.56427604159764e-21,"24","ATPIF1"
"PSMB6.16",2.03588599821733e-25,-0.315043133880977,0.033,0.251,3.76414962210402e-21,"24","PSMB6"
"GPX1.20",2.63949414147016e-25,-0.350161966403948,0.04,0.258,4.88016071816418e-21,"24","GPX1"
"TOMM5.19",2.82901174566871e-25,-0.363010390938818,0.016,0.228,5.23055981656687e-21,"24","TOMM5"
"C11orf58.13",3.02482097952453e-25,-0.295706977441482,0.054,0.277,5.59259150904291e-21,"24","C11orf58"
"PSMA4.16",3.06062752585996e-25,-0.314766282926585,0.028,0.244,5.65879423256249e-21,"24","PSMA4"
"ARPC1B.14",3.33625633157463e-25,-0.285703372155148,0.044,0.265,6.16840433144834e-21,"24","ARPC1B"
"FABP5.21",3.83492645112992e-25,-0.561837554940312,0.061,0.284,7.0903955154941e-21,"24","FABP5"
"TAGLN2.11",4.72086903817541e-25,-0.261153393271013,0.019,0.23,8.72841476468252e-21,"24","TAGLN2"
"CTSB.14",5.28800564046885e-25,-0.300504733234557,0.014,0.223,9.77699362866286e-21,"24","CTSB"
"DRAP1.13",5.78011634305171e-25,-0.26897610745688,0.037,0.254,1.06868571066683e-20,"24","DRAP1"
"GTF3A.10",6.09198284126551e-25,-0.265826393427077,0.014,0.223,1.12634670752158e-20,"24","GTF3A"
"NDUFB7.14",7.18721533922732e-25,-0.291371002657595,0.035,0.25,1.32884424406974e-20,"24","NDUFB7"
"CYCS.19",7.54217969716895e-25,-0.418804674619503,0.059,0.279,1.39447360420957e-20,"24","CYCS"
"ROMO1.14",8.69883704009878e-25,-0.303567649395562,0.052,0.271,1.60832798034386e-20,"24","ROMO1"
"CLIC1.20",9.14771878781858e-25,-0.321557308598608,0.075,0.298,1.69132172667978e-20,"24","CLIC1"
"NDUFC2.13",9.57873385818071e-25,-0.287314924139968,0.026,0.237,1.77101210303903e-20,"24","NDUFC2"
"PRELID1.19",9.78726149885994e-25,-0.335111002604297,0.056,0.275,1.80956677852421e-20,"24","PRELID1"
"NDUFS6.18",1.29221861439252e-24,-0.326247917887,0.035,0.248,2.38918299615033e-20,"24","NDUFS6"
"SNRPB2.15",1.39601561090182e-24,-0.316163984850633,0.03,0.242,2.58109326299638e-20,"24","SNRPB2"
"NSA2.13",1.40142471687297e-24,-0.296136059925366,0.012,0.217,2.59109415902644e-20,"24","NSA2"
"SPCS1.13",1.51498809565084e-24,-0.291060168678724,0.04,0.255,2.80106149004885e-20,"24","SPCS1"
"IFI16.13",1.63095323509885e-24,-0.256521826584098,0.028,0.239,3.01546943637426e-20,"24","IFI16"
"RPS4Y1.12",1.6323565467668e-24,-0.278640461405034,0.03,0.242,3.01806401931714e-20,"24","RPS4Y1"
"C1QBP.20",1.76124164345103e-24,-0.42411858194285,0.082,0.304,3.25635967457661e-20,"24","C1QBP"
"METAP2.16",1.94759750402145e-24,-0.332182354827453,0.028,0.238,3.60091302518526e-20,"24","METAP2"
"HIST1H4C.13",3.51712552682532e-24,-0.356418733635802,0.014,0.217,6.50281338654734e-20,"24","HIST1H4C"
"HNRNPH1.12",5.46668468578101e-24,-0.293974258321297,0.049,0.263,1.01073533155405e-19,"24","HNRNPH1"
"HLA-DRB1.20",7.68431241527541e-24,-0.457550372213986,0.026,0.231,1.42075252246027e-19,"24","HLA-DRB1"
"CCL4.23",7.86685191365947e-24,-0.811403681547936,0.136,0.36,1.4545022503165e-19,"24","CCL4"
"XRCC5.14",9.92536560000914e-24,-0.297038529868741,0.028,0.234,1.83510084578569e-19,"24","XRCC5"
"MRPL23.16",1.02842195407678e-23,-0.309328589219305,0.028,0.233,1.90144935089257e-19,"24","MRPL23"
"ABRACL.13",1.07891048285385e-23,-0.294500125086353,0.035,0.242,1.99479759174848e-19,"24","ABRACL"
"DDX21.19",1.16416129343087e-23,-0.421755357184232,0.04,0.247,2.15241781542433e-19,"24","DDX21"
"WARS.13",1.16665697254765e-23,-0.262416381313739,0.033,0.239,2.15703207654334e-19,"24","WARS"
"SRSF7.15",1.25372549541103e-23,-0.303992960224047,0.049,0.261,2.31801306846545e-19,"24","SRSF7"
"SNHG8.12",1.26228129490689e-23,-0.276228575853386,0.044,0.254,2.33383188615335e-19,"24","SNHG8"
"RSL1D1.13",1.3430314504878e-23,-0.279228946201416,0.021,0.223,2.4831308488069e-19,"24","RSL1D1"
"IRF1.7",1.35721968358062e-23,-0.252088234234849,0.016,0.217,2.50936347297221e-19,"24","IRF1"
"HNRNPD.12",1.4887431342426e-23,-0.275851783820095,0.021,0.223,2.75253718090115e-19,"24","HNRNPD"
"TIMM8B.11",1.58866273691392e-23,-0.266960590864968,0.007,0.202,2.93727853428015e-19,"24","TIMM8B"
"ST13.12",1.64147992930461e-23,-0.271810858482494,0.028,0.232,3.03493224129128e-19,"24","ST13"
"SRSF3.16",1.79282253919694e-23,-0.339506876369378,0.063,0.275,3.31474959272122e-19,"24","SRSF3"
"RAC2.13",1.82549249765292e-23,-0.257431871360221,0.03,0.236,3.37515307891048e-19,"24","RAC2"
"ZNF706.14",1.86342664991694e-23,-0.301414816568005,0.028,0.232,3.44528953303142e-19,"24","ZNF706"
"LSM3.14",2.26403480844145e-23,-0.287949353896968,0.03,0.234,4.1859739573274e-19,"24","LSM3"
"EIF3M.12",2.37159886787387e-23,-0.254329252496669,0.028,0.231,4.384849146812e-19,"24","EIF3M"
"NPC2.17",2.88267996854451e-23,-0.347594154064722,0.028,0.23,5.32978699384194e-19,"24","NPC2"
"CIB1.8",3.89268816029424e-23,-0.252533836737225,0.026,0.226,7.19719113956802e-19,"24","CIB1"
"IL2RA.19",4.00323984736946e-23,-0.405139768667899,0.033,0.235,7.4015901538014e-19,"24","IL2RA"
"NKG7.17",5.45777393645461e-23,-0.34684950032254,0.037,0.24,1.00908782311109e-18,"24","NKG7"
"NHP2.19",6.22843554056282e-23,-0.349938554060957,0.042,0.247,1.15157544709466e-18,"24","NHP2"
"ANP32B.14",7.70877916810982e-23,-0.301095001349084,0.033,0.233,1.42527618039182e-18,"24","ANP32B"
"SELK.14",1.03699890728268e-22,-0.259660768489769,0.033,0.233,1.91730727967496e-18,"24","SELK"
"GADD45GIP1.16",1.15855192715694e-22,-0.311799330777575,0.049,0.253,2.14204665812047e-18,"24","GADD45GIP1"
"C4orf48.9",1.3849851235132e-22,-0.250812872160421,0.016,0.209,2.56069899486356e-18,"24","C4orf48"
"NDUFB3.11",1.4111081176832e-22,-0.25935676551753,0.026,0.222,2.60899779878446e-18,"24","NDUFB3"
"JTB.13",1.51103380478219e-22,-0.27637549742682,0.035,0.236,2.7937504016618e-18,"24","JTB"
"MAGOH.10",1.63510478526596e-22,-0.262803183437181,0.019,0.212,3.02314523747823e-18,"24","MAGOH"
"PFDN2.17",1.63626844695276e-22,-0.321849549180802,0.033,0.231,3.02529673157096e-18,"24","PFDN2"
"AIF1.21",1.93990939494507e-22,-0.417996500025982,0.033,0.23,3.58669848031394e-18,"24","AIF1"
"C19orf70.13",2.38332447153656e-22,-0.273325903945901,0.035,0.233,4.40652861542395e-18,"24","C19orf70"
"SOD2.19",2.94399165269081e-22,-0.48703353950153,0.056,0.262,5.44314616666005e-18,"24","SOD2"
"CD48.13",3.02163750609882e-22,-0.267650818724894,0.021,0.214,5.58670558502612e-18,"24","CD48"
"U2AF1.14",3.17529510936262e-22,-0.288515065962028,0.044,0.244,5.87080312770055e-18,"24","U2AF1"
"CCT6A.16",3.21973235763146e-22,-0.304393031905987,0.014,0.203,5.95296315602481e-18,"24","CCT6A"
